"ƒ´∏ﬁ∂Û π¯»£","¡÷º“","ªÛºº º≥∏Ì","√¯¡§ Ω√¿€ Ω√∞£","√¯¡§ ¡æ∑· Ω√∞£","ƒ´∏ﬁ∂Û ≈Î∞˙ ¿Œø¯ (IN)","ƒ´∏ﬁ∂Û ≈Î∞˙ ¿Œø¯ (OUT)","µ•¿Ã≈Õ¿‘∑¬Ω√∞£"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 09:18:54","2015-11-18 09:28:54","51","43","2015-11-18 09:28:54"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 09:28:54","2015-11-18 09:38:54","29","49","2015-11-18 09:38:54"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 09:28:54","2015-11-18 09:38:54","32","20","2015-11-18 09:38:54"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 09:28:54","2015-11-18 09:38:54","54","90","2015-11-18 09:38:54"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 09:28:54","2015-11-18 09:38:54","27","148","2015-11-18 09:38:54"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 09:38:54","2015-11-18 09:48:54","45","39","2015-11-18 09:48:54"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 09:38:54","2015-11-18 09:48:54","84","26","2015-11-18 09:48:54"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 09:38:54","2015-11-18 09:48:54","20","57","2015-11-18 09:48:54"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 09:38:54","2015-11-18 09:48:54","29","39","2015-11-18 09:48:54"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 09:48:54","2015-11-18 09:58:54","93","71","2015-11-18 09:58:54"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 09:48:54","2015-11-18 09:58:54","21","36","2015-11-18 09:58:54"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 09:48:54","2015-11-18 09:58:54","59","23","2015-11-18 09:58:54"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 09:48:54","2015-11-18 09:58:54","27","33","2015-11-18 09:58:54"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 09:58:54","2015-11-18 10:08:55","35","56","2015-11-18 10:08:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 09:58:54","2015-11-18 10:08:55","56","18","2015-11-18 10:08:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 09:58:54","2015-11-18 10:08:55","38","84","2015-11-18 10:08:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 09:58:54","2015-11-18 10:08:55","15","30","2015-11-18 10:08:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 10:08:55","2015-11-18 10:18:55","37","53","2015-11-18 10:18:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 10:08:55","2015-11-18 10:18:55","32","21","2015-11-18 10:18:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 10:08:55","2015-11-18 10:18:55","33","63","2015-11-18 10:18:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 10:08:55","2015-11-18 10:18:55","12","44","2015-11-18 10:18:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 10:18:55","2015-11-18 10:28:55","42","12","2015-11-18 10:28:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 10:18:55","2015-11-18 10:28:55","23","41","2015-11-18 10:28:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 10:18:55","2015-11-18 10:28:55","36","43","2015-11-18 10:28:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 10:18:55","2015-11-18 10:28:55","25","61","2015-11-18 10:28:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 10:28:55","2015-11-18 10:38:55","48","45","2015-11-18 10:38:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 10:28:55","2015-11-18 10:38:55","19","51","2015-11-18 10:38:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 10:28:55","2015-11-18 10:38:55","41","53","2015-11-18 10:38:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 10:28:55","2015-11-18 10:38:55","32","18","2015-11-18 10:38:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 10:38:55","2015-11-18 10:48:55","60","20","2015-11-18 10:48:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 10:38:55","2015-11-18 10:48:55","19","43","2015-11-18 10:48:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 10:38:55","2015-11-18 10:48:55","49","55","2015-11-18 10:48:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 10:38:55","2015-11-18 10:48:55","19","44","2015-11-18 10:48:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 10:48:55","2015-11-18 10:58:55","77","38","2015-11-18 10:58:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 10:48:55","2015-11-18 10:58:55","45","25","2015-11-18 10:58:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 10:48:55","2015-11-18 10:58:55","35","39","2015-11-18 10:58:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 10:48:55","2015-11-18 10:58:55","48","13","2015-11-18 10:58:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 10:58:55","2015-11-18 11:08:55","23","53","2015-11-18 11:08:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 10:58:55","2015-11-18 11:08:55","51","16","2015-11-18 11:08:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 10:58:55","2015-11-18 11:08:55","27","81","2015-11-18 11:08:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 10:58:55","2015-11-18 11:08:55","46","3","2015-11-18 11:08:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 11:08:55","2015-11-18 11:18:55","36","53","2015-11-18 11:18:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 11:08:55","2015-11-18 11:18:55","21","40","2015-11-18 11:18:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 11:08:55","2015-11-18 11:18:55","51","13","2015-11-18 11:18:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 11:08:55","2015-11-18 11:18:55","125","103","2015-11-18 11:18:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 11:18:55","2015-11-18 11:28:55","56","14","2015-11-18 11:28:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 11:18:55","2015-11-18 11:28:55","43","94","2015-11-18 11:28:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 11:18:55","2015-11-18 11:28:55","186","88","2015-11-18 11:28:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 11:18:55","2015-11-18 11:28:55","34","43","2015-11-18 11:28:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 11:28:55","2015-11-18 11:38:55","75","20","2015-11-18 11:38:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 11:28:55","2015-11-18 11:38:55","55","58","2015-11-18 11:38:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 11:28:55","2015-11-18 11:38:55","37","82","2015-11-18 11:38:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 11:28:55","2015-11-18 11:38:55","113","115","2015-11-18 11:38:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 11:38:55","2015-11-18 11:48:55","22","40","2015-11-18 11:48:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 11:38:55","2015-11-18 11:48:55","101","18","2015-11-18 11:48:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 11:38:55","2015-11-18 11:48:55","38","93","2015-11-18 11:48:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 11:38:55","2015-11-18 11:48:55","99","143","2015-11-18 11:48:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 11:48:55","2015-11-18 11:58:55","99","117","2015-11-18 11:58:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 11:48:55","2015-11-18 11:58:55","97","47","2015-11-18 11:58:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 11:48:55","2015-11-18 11:58:55","73","72","2015-11-18 11:58:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 11:48:55","2015-11-18 11:58:55","24","59","2015-11-18 11:58:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 11:58:55","2015-11-18 12:08:55","102","55","2015-11-18 12:08:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 11:58:55","2015-11-18 12:08:55","99","95","2015-11-18 12:08:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 11:58:55","2015-11-18 12:08:55","80","116","2015-11-18 12:08:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 11:58:55","2015-11-18 12:08:55","38","48","2015-11-18 12:08:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 12:08:55","2015-11-18 12:18:55","41","53","2015-11-18 12:18:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 12:08:55","2015-11-18 12:18:55","59","44","2015-11-18 12:18:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 12:08:55","2015-11-18 12:18:55","69","50","2015-11-18 12:18:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 12:08:55","2015-11-18 12:18:55","87","59","2015-11-18 12:18:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 12:18:55","2015-11-18 12:28:55","82","81","2015-11-18 12:28:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 12:18:55","2015-11-18 12:28:55","46","50","2015-11-18 12:28:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 12:18:55","2015-11-18 12:28:55","42","48","2015-11-18 12:28:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 12:18:55","2015-11-18 12:28:55","51","88","2015-11-18 12:28:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 12:28:55","2015-11-18 12:38:55","92","70","2015-11-18 12:38:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 12:28:55","2015-11-18 12:38:55","100","58","2015-11-18 12:38:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 12:28:55","2015-11-18 12:38:55","60","70","2015-11-18 12:38:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 12:28:55","2015-11-18 12:38:55","57","50","2015-11-18 12:38:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 12:38:55","2015-11-18 12:48:55","46","109","2015-11-18 12:48:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 12:38:55","2015-11-18 12:48:55","49","85","2015-11-18 12:48:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 12:38:55","2015-11-18 12:48:55","85","87","2015-11-18 12:48:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 12:38:55","2015-11-18 12:48:55","135","105","2015-11-18 12:48:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 12:48:55","2015-11-18 12:58:55","90","86","2015-11-18 12:58:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 12:48:55","2015-11-18 12:58:55","97","86","2015-11-18 12:58:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 12:48:55","2015-11-18 12:58:55","44","47","2015-11-18 12:58:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 12:48:55","2015-11-18 12:58:55","60","60","2015-11-18 12:58:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 12:58:55","2015-11-18 13:08:55","66","70","2015-11-18 13:08:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 12:58:55","2015-11-18 13:08:55","82","80","2015-11-18 13:08:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 12:58:55","2015-11-18 13:08:55","54","80","2015-11-18 13:08:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 12:58:55","2015-11-18 13:08:55","44","57","2015-11-18 13:08:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 13:08:55","2015-11-18 13:18:55","92","74","2015-11-18 13:18:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 13:08:55","2015-11-18 13:18:55","43","48","2015-11-18 13:18:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 13:08:55","2015-11-18 13:18:55","153","70","2015-11-18 13:18:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 13:08:55","2015-11-18 13:18:55","60","74","2015-11-18 13:18:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 13:18:55","2015-11-18 13:28:55","47","39","2015-11-18 13:28:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 13:18:55","2015-11-18 13:28:55","50","90","2015-11-18 13:28:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 13:18:55","2015-11-18 13:28:55","63","62","2015-11-18 13:28:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 13:18:55","2015-11-18 13:28:55","72","93","2015-11-18 13:28:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 13:28:55","2015-11-18 13:38:55","48","66","2015-11-18 13:38:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 13:28:55","2015-11-18 13:38:55","40","22","2015-11-18 13:38:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 13:28:55","2015-11-18 13:38:55","81","88","2015-11-18 13:38:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 13:28:55","2015-11-18 13:38:55","34","69","2015-11-18 13:38:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 13:38:55","2015-11-18 13:48:55","40","62","2015-11-18 13:48:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 13:38:55","2015-11-18 13:48:55","70","49","2015-11-18 13:48:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 13:38:55","2015-11-18 13:48:55","43","78","2015-11-18 13:48:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 13:38:55","2015-11-18 13:48:55","46","74","2015-11-18 13:48:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 13:48:55","2015-11-18 13:58:55","94","89","2015-11-18 13:58:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 13:48:55","2015-11-18 13:58:55","35","51","2015-11-18 13:58:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 13:48:55","2015-11-18 13:58:55","68","79","2015-11-18 13:58:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 13:48:55","2015-11-18 13:58:55","39","58","2015-11-18 13:58:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 13:58:55","2015-11-18 14:08:55","49","58","2015-11-18 14:08:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 13:58:55","2015-11-18 14:08:55","37","49","2015-11-18 14:08:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 13:58:55","2015-11-18 14:08:55","76","50","2015-11-18 14:08:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 13:58:55","2015-11-18 14:08:55","49","64","2015-11-18 14:08:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 14:08:55","2015-11-18 14:18:55","68","49","2015-11-18 14:18:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 14:08:55","2015-11-18 14:18:55","41","28","2015-11-18 14:18:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 14:08:55","2015-11-18 14:18:55","59","87","2015-11-18 14:18:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 14:08:55","2015-11-18 14:18:55","61","74","2015-11-18 14:18:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 14:18:55","2015-11-18 14:28:55","56","82","2015-11-18 14:28:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 14:18:55","2015-11-18 14:28:55","78","94","2015-11-18 14:28:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 14:18:55","2015-11-18 14:28:55","51","73","2015-11-18 14:28:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 14:18:55","2015-11-18 14:28:55","119","86","2015-11-18 14:28:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 14:28:55","2015-11-18 14:38:55","55","48","2015-11-18 14:38:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 14:28:55","2015-11-18 14:38:55","209","87","2015-11-18 14:38:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 14:28:55","2015-11-18 14:38:55","101","65","2015-11-18 14:38:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 14:28:55","2015-11-18 14:38:55","33","62","2015-11-18 14:38:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 14:38:55","2015-11-18 14:48:55","56","55","2015-11-18 14:48:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 14:38:55","2015-11-18 14:48:55","80","97","2015-11-18 14:48:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 14:38:55","2015-11-18 14:48:55","17","64","2015-11-18 14:48:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 14:38:55","2015-11-18 14:48:55","91","94","2015-11-18 14:48:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 14:48:55","2015-11-18 14:58:55","73","70","2015-11-18 14:58:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 14:48:55","2015-11-18 14:58:55","77","105","2015-11-18 14:58:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 14:48:55","2015-11-18 14:58:55","69","50","2015-11-18 14:58:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 14:48:55","2015-11-18 14:58:55","36","50","2015-11-18 14:58:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 14:58:55","2015-11-18 15:08:55","103","104","2015-11-18 15:08:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 14:58:55","2015-11-18 15:08:55","39","42","2015-11-18 15:08:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 14:58:55","2015-11-18 15:08:55","32","61","2015-11-18 15:08:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 14:58:55","2015-11-18 15:08:55","89","69","2015-11-18 15:08:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 15:08:55","2015-11-18 15:18:55","35","67","2015-11-18 15:18:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 15:08:55","2015-11-18 15:18:55","40","47","2015-11-18 15:18:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 15:08:55","2015-11-18 15:18:55","74","47","2015-11-18 15:18:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 15:08:55","2015-11-18 15:18:55","138","125","2015-11-18 15:18:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 15:18:55","2015-11-18 15:28:55","34","81","2015-11-18 15:28:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 15:18:55","2015-11-18 15:28:55","38","45","2015-11-18 15:28:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 15:18:55","2015-11-18 15:28:55","116","104","2015-11-18 15:28:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 15:18:55","2015-11-18 15:28:55","133","65","2015-11-18 15:28:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 15:28:55","2015-11-18 15:38:55","61","39","2015-11-18 15:38:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 15:28:55","2015-11-18 15:38:55","34","49","2015-11-18 15:38:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 15:28:55","2015-11-18 15:38:55","79","84","2015-11-18 15:38:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 15:28:55","2015-11-18 15:38:55","59","80","2015-11-18 15:38:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 15:38:55","2015-11-18 15:48:55","85","108","2015-11-18 15:48:55"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-18 15:38:55","2015-11-18 15:48:55","31","73","2015-11-18 15:48:55"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-18 15:38:55","2015-11-18 15:48:55","48","82","2015-11-18 15:48:55"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-18 15:38:55","2015-11-18 15:48:55","70","118","2015-11-18 15:48:55"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-18 15:48:55","2015-11-18 15:58:55","66","83","2015-11-18 15:58:55"
